0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 
0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 1.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 
2.9999999999999999e-02, -5.6757115697121585e-03, 1.2024831735956409e-19, 9.9998389320385461e-01, -5.6756807970439298e-03, 1.8917525048929430e-03, 1.3947133043750218e-21, 6.1052667154112914e-20, 
5.9999999999999998e-02, -2.2698447310495879e-02, 5.2270054583214660e-19, 9.9974240142110626e-01, -2.2696497651491593e-02, 7.5565630012152671e-03, 1.9600452712176855e-20, 1.0290246840122628e-18, 
8.9999999999999997e-02, -5.1028838915141234e-02, 1.5882805526267627e-18, 9.9869831168698930e-01, -5.1006694912321029e-02, 1.6900885091393696e-02, 7.5926136149110740e-20, 2.2962274287550579e-18, 
1.2000000000000000e-01, -9.0517007701728880e-02, 1.9143808933370489e-18, 9.9590613285020024e-01, -9.0393451361505409e-02, 2.9567879063217541e-02, 1.1384149838995674e-19, 2.5748306859346668e-18, 
1.4999999999999999e-01, -1.4079402927342421e-01, 1.8243404806104933e-18, 9.9010488410198905e-01, -1.4032933000423042e-01, 4.4674711965937537e-02, 1.4960082543717830e-19, 2.1958045370609496e-18, 
1.7999999999999999e-01, -2.0117437675616781e-01, 2.2769609925958872e-18, 9.7983259108783016e-01, -1.9982016002612599e-01, 6.0563686352430035e-02, 3.9710375205281569e-19, 2.5478133490124561e-18, 
2.0999999999999999e-01, -2.7063405218196379e-01, 2.6879051525993035e-18, 9.6360158266314566e-01, -2.6734246338417972e-01, 7.4713773994221577e-02, 6.1213180108070951e-19, 2.9550810260358856e-18, 
2.3999999999999999e-01, -3.4789864083543892e-01, 3.3280304877777528e-18, 9.4009119119456774e-01, -3.4092309192138692e-01, 8.3905718569933868e-02, 9.3896282685555933e-19, 3.6201449268809912e-18, 
2.7000000000000002e-01, -4.3159323574741998e-01, 4.4305165815192667e-18, 9.0830042397880850e-01, -4.1831846919896631e-01, 8.4569321986550927e-02, 1.2905156515690447e-18, 4.6168847975775561e-18, 
2.9999999999999999e-01, -5.2035415946478047e-01, 5.3335649342761269e-18, 8.6764315138056114e-01, -4.9718745301177047e-01, 7.3128453808800481e-02, 1.5156019992626501e-18, 5.4410886852037541e-18, 
3.2999999999999996e-01, -6.1283778116917442e-01, 6.4410427582009234e-18, 8.1801904797893443e-01, -5.7519113221879292e-01, 4.6217020015479067e-02, 2.3070317340083716e-18, 6.4793795174166093e-18, 
3.5999999999999999e-01, -7.0763299434306315e-01, 7.6433567415945681e-18, 7.5990264488278003e-01, -6.5003690018812865e-01, 7.6812420275181557e-04, 3.4227478507485012e-18, 7.7422917417781186e-18, 
3.9000000000000001e-01, -8.0312300598315500e-01, 8.3334465433124561e-18, 6.9446300833183039e-01, -7.1952840871578472e-01, -6.5960930354143132e-02, 4.1104192275452480e-18, 9.1356636271918185e-18, 
4.1999999999999998e-01, -8.9734488385471556e-01, 8.9143146113882555e-18, 6.2368759853389188e-01, -7.8167370386494217e-01, -1.5638657915408691e-01, 4.8118616127107514e-18, 1.0659801418240996e-17, 
4.4999999999999996e-01, -9.8788848445268818e-01, 9.2362424965466199e-18, 5.5045391737461991e-01, -8.3486554783553080e-01, -2.7262566428879964e-01, 5.4174451837033615e-18, 1.2061149031492909e-17, 
4.7999999999999998e-01, -1.0718784399183421e+00, 9.6156634226172785e-18, 4.7847561366103819e-01, -8.7810083888633872e-01, -4.1657893024388148e-01, 6.3810908889044195e-18, 1.3197607604988983e-17, 
5.1000000000000001e-01, -1.1461173658687147e+00, 1.0046391446605052e-17, 4.1202828092577154e-01, -9.1117105551602640e-01, -5.9003508653411996e-01, 7.0533807347174850e-18, 1.4277768582344867e-17, 
5.4000000000000004e-01, -1.2076233077637648e+00, 9.3962945252434136e-18, 3.5524207429329313e-01, -9.3477434569728934e-01, -7.9443175855925285e-01, 6.6445962014732545e-18, 1.6083989590154321e-17, 
5.6999999999999995e-01, -1.2552678928757082e+00, 9.3706394266255574e-18, 3.1031886335536124e-01, -9.5063254564841737e-01, -1.0289116478845171e+00, 6.9466081714930349e-18, 1.7753606587660475e-17, 
